code,chapter_prefix,chapter_name,parent,title,description,synonyms,level
A82,A,Certain infectious and parasitic diseases,,Sepsis (category),Sepsis within Certain infectious and parasitic diseases. Category-level grouping.,sepsis|Sepsis disorder|Sepsis disease,category
N48.077,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 077,Prostate disorder - variant 077 specific presentation or complication.,prostate disorder - variant 077|prostate|unspecified,leaf
N77.077,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 077,Gynecologic disorder - variant 077 specific presentation or complication.,gynecologic disorder - variant 077|gynecologic|unspecified,leaf
A82.078,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 078,Sepsis - variant 078 specific presentation or complication.,sepsis - variant 078|sepsis|unspecified,leaf
A79.078,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 078,Viral infection - variant 078 specific presentation or complication.,viral infection - variant 078|viral|unspecified,leaf
A25.078,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 078,Bacterial infection - variant 078 specific presentation or complication.,bacterial infection - variant 078|bacterial|unspecified,leaf
A26.078,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 078,Mycosis - variant 078 specific presentation or complication.,mycosis - variant 078|mycosis|unspecified,leaf
A73.078,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 078,Parasitic disease - variant 078 specific presentation or complication.,parasitic disease - variant 078|parasitic|unspecified,leaf
C19.078,C,Neoplasms,C19,Malignant neoplasm of organ - variant 078,Malignant neoplasm of organ - variant 078 specific presentation or complication.,malignant neoplasm of organ - variant 078|malignant|unspecified,leaf
C76.078,C,Neoplasms,C76,Benign neoplasm - variant 078,Benign neoplasm - variant 078 specific presentation or complication.,benign neoplasm - variant 078|benign|unspecified,leaf
C23.078,C,Neoplasms,C23,In situ neoplasm - variant 078,In situ neoplasm - variant 078 specific presentation or complication.,in situ neoplasm - variant 078|in|unspecified,leaf
C25.078,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 078,Neoplasm of uncertain behavior - variant 078 specific presentation or complication.,neoplasm of uncertain behavior - variant 078|neoplasm|unspecified,leaf
E25.078,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 078,Type 2 diabetes - variant 078 specific presentation or complication.,type 2 diabetes - variant 078|type|unspecified,leaf
E90.078,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 078,Thyroid disorder - variant 078 specific presentation or complication.,thyroid disorder - variant 078|thyroid|unspecified,leaf
E19.078,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 078,Lipid disorder - variant 078 specific presentation or complication.,lipid disorder - variant 078|lipid|unspecified,leaf
E22.078,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 078,Obesity - variant 078 specific presentation or complication.,obesity - variant 078|obesity|unspecified,leaf
E89.078,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 078,Electrolyte imbalance - variant 078 specific presentation or complication.,electrolyte imbalance - variant 078|electrolyte|unspecified,leaf
F64.078,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 078,Major depressive disorder - variant 078 specific presentation or complication.,major depressive disorder - variant 078|major|unspecified,leaf
F62.078,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 078,Anxiety disorder - variant 078 specific presentation or complication.,anxiety disorder - variant 078|anxiety|unspecified,leaf
F91.078,F,Mental and behavioural disorders,F91,Substance use disorder - variant 078,Substance use disorder - variant 078 specific presentation or complication.,substance use disorder - variant 078|substance|unspecified,leaf
F26.078,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 078,Schizophrenia spectrum - variant 078 specific presentation or complication.,schizophrenia spectrum - variant 078|schizophrenia|unspecified,leaf
G13.078,G,Diseases of the nervous system,G13,Epilepsy - variant 078,Epilepsy - variant 078 specific presentation or complication.,epilepsy - variant 078|epilepsy|unspecified,leaf
G59.078,G,Diseases of the nervous system,G59,Parkinsonism - variant 078,Parkinsonism - variant 078 specific presentation or complication.,parkinsonism - variant 078|parkinsonism|unspecified,leaf
G97.078,G,Diseases of the nervous system,G97,Migraine - variant 078,Migraine - variant 078 specific presentation or complication.,migraine - variant 078|migraine|unspecified,leaf
G64.078,G,Diseases of the nervous system,G64,Neuropathy - variant 078,Neuropathy - variant 078 specific presentation or complication.,neuropathy - variant 078|neuropathy|unspecified,leaf
I37.078,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 078,Hypertensive disease - variant 078 specific presentation or complication.,hypertensive disease - variant 078|hypertensive|unspecified,leaf
I55.078,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 078,Ischemic heart disease - variant 078 specific presentation or complication.,ischemic heart disease - variant 078|ischemic|unspecified,leaf
I38.078,I,Diseases of the circulatory system,I38,Heart failure - variant 078,Heart failure - variant 078 specific presentation or complication.,heart failure - variant 078|heart|unspecified,leaf
I66.078,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 078,Cerebrovascular disease - variant 078 specific presentation or complication.,cerebrovascular disease - variant 078|cerebrovascular|unspecified,leaf
I22.078,I,Diseases of the circulatory system,I22,Arrhythmia - variant 078,Arrhythmia - variant 078 specific presentation or complication.,arrhythmia - variant 078|arrhythmia|unspecified,leaf
J52.078,J,Diseases of the respiratory system,J52,Pneumonia - variant 078,Pneumonia - variant 078 specific presentation or complication.,pneumonia - variant 078|pneumonia|unspecified,leaf
J60.078,J,Diseases of the respiratory system,J60,Asthma - variant 078,Asthma - variant 078 specific presentation or complication.,asthma - variant 078|asthma|unspecified,leaf
J35.078,J,Diseases of the respiratory system,J35,COPD - variant 078,COPD - variant 078 specific presentation or complication.,copd - variant 078|copd|unspecified,leaf
J18.078,J,Diseases of the respiratory system,J18,Respiratory failure - variant 078,Respiratory failure - variant 078 specific presentation or complication.,respiratory failure - variant 078|respiratory|unspecified,leaf
K13.078,K,Diseases of the digestive system,K13,Gastritis - variant 078,Gastritis - variant 078 specific presentation or complication.,gastritis - variant 078|gastritis|unspecified,leaf
K19.078,K,Diseases of the digestive system,K19,Peptic ulcer - variant 078,Peptic ulcer - variant 078 specific presentation or complication.,peptic ulcer - variant 078|peptic|unspecified,leaf
K26.078,K,Diseases of the digestive system,K26,Liver disease - variant 078,Liver disease - variant 078 specific presentation or complication.,liver disease - variant 078|liver|unspecified,leaf
K20.078,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 078,Pancreatic disorder - variant 078 specific presentation or complication.,pancreatic disorder - variant 078|pancreatic|unspecified,leaf
K36.078,K,Diseases of the digestive system,K36,IBD - variant 078,IBD - variant 078 specific presentation or complication.,ibd - variant 078|ibd|unspecified,leaf
M80.078,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 078,Osteoarthritis - variant 078 specific presentation or complication.,osteoarthritis - variant 078|osteoarthritis|unspecified,leaf
M74.078,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 078,Rheumatoid arthritis - variant 078 specific presentation or complication.,rheumatoid arthritis - variant 078|rheumatoid|unspecified,leaf
M69.078,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 078,Low back pain - variant 078 specific presentation or complication.,low back pain - variant 078|low|unspecified,leaf
M54.078,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 078,Osteoporosis - variant 078 specific presentation or complication.,osteoporosis - variant 078|osteoporosis|unspecified,leaf
N32.078,N,Diseases of the genitourinary system,N32,CKD - variant 078,CKD - variant 078 specific presentation or complication.,ckd - variant 078|ckd|unspecified,leaf
N24.078,N,Diseases of the genitourinary system,N24,UTI - variant 078,UTI - variant 078 specific presentation or complication.,uti - variant 078|uti|unspecified,leaf
N38.078,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 078,Nephrolithiasis - variant 078 specific presentation or complication.,nephrolithiasis - variant 078|nephrolithiasis|unspecified,leaf
N48.078,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 078,Prostate disorder - variant 078 specific presentation or complication.,prostate disorder - variant 078|prostate|unspecified,leaf
N77.078,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 078,Gynecologic disorder - variant 078 specific presentation or complication.,gynecologic disorder - variant 078|gynecologic|unspecified,leaf
A82.079,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 079,Sepsis - variant 079 specific presentation or complication.,sepsis - variant 079|sepsis|unspecified,leaf
A79.079,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 079,Viral infection - variant 079 specific presentation or complication.,viral infection - variant 079|viral|unspecified,leaf
A25.079,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 079,Bacterial infection - variant 079 specific presentation or complication.,bacterial infection - variant 079|bacterial|unspecified,leaf
A26.079,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 079,Mycosis - variant 079 specific presentation or complication.,mycosis - variant 079|mycosis|unspecified,leaf
A73.079,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 079,Parasitic disease - variant 079 specific presentation or complication.,parasitic disease - variant 079|parasitic|unspecified,leaf
C19.079,C,Neoplasms,C19,Malignant neoplasm of organ - variant 079,Malignant neoplasm of organ - variant 079 specific presentation or complication.,malignant neoplasm of organ - variant 079|malignant|unspecified,leaf
C76.079,C,Neoplasms,C76,Benign neoplasm - variant 079,Benign neoplasm - variant 079 specific presentation or complication.,benign neoplasm - variant 079|benign|unspecified,leaf
C23.079,C,Neoplasms,C23,In situ neoplasm - variant 079,In situ neoplasm - variant 079 specific presentation or complication.,in situ neoplasm - variant 079|in|unspecified,leaf
C25.079,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 079,Neoplasm of uncertain behavior - variant 079 specific presentation or complication.,neoplasm of uncertain behavior - variant 079|neoplasm|unspecified,leaf
E25.079,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 079,Type 2 diabetes - variant 079 specific presentation or complication.,type 2 diabetes - variant 079|type|unspecified,leaf
E90.079,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 079,Thyroid disorder - variant 079 specific presentation or complication.,thyroid disorder - variant 079|thyroid|unspecified,leaf
E19.079,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 079,Lipid disorder - variant 079 specific presentation or complication.,lipid disorder - variant 079|lipid|unspecified,leaf
E22.079,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 079,Obesity - variant 079 specific presentation or complication.,obesity - variant 079|obesity|unspecified,leaf
E89.079,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 079,Electrolyte imbalance - variant 079 specific presentation or complication.,electrolyte imbalance - variant 079|electrolyte|unspecified,leaf
F64.079,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 079,Major depressive disorder - variant 079 specific presentation or complication.,major depressive disorder - variant 079|major|unspecified,leaf
F62.079,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 079,Anxiety disorder - variant 079 specific presentation or complication.,anxiety disorder - variant 079|anxiety|unspecified,leaf
F91.079,F,Mental and behavioural disorders,F91,Substance use disorder - variant 079,Substance use disorder - variant 079 specific presentation or complication.,substance use disorder - variant 079|substance|unspecified,leaf
F26.079,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 079,Schizophrenia spectrum - variant 079 specific presentation or complication.,schizophrenia spectrum - variant 079|schizophrenia|unspecified,leaf
G13.079,G,Diseases of the nervous system,G13,Epilepsy - variant 079,Epilepsy - variant 079 specific presentation or complication.,epilepsy - variant 079|epilepsy|unspecified,leaf
G59.079,G,Diseases of the nervous system,G59,Parkinsonism - variant 079,Parkinsonism - variant 079 specific presentation or complication.,parkinsonism - variant 079|parkinsonism|unspecified,leaf
G97.079,G,Diseases of the nervous system,G97,Migraine - variant 079,Migraine - variant 079 specific presentation or complication.,migraine - variant 079|migraine|unspecified,leaf
G64.079,G,Diseases of the nervous system,G64,Neuropathy - variant 079,Neuropathy - variant 079 specific presentation or complication.,neuropathy - variant 079|neuropathy|unspecified,leaf
I37.079,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 079,Hypertensive disease - variant 079 specific presentation or complication.,hypertensive disease - variant 079|hypertensive|unspecified,leaf
I55.079,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 079,Ischemic heart disease - variant 079 specific presentation or complication.,ischemic heart disease - variant 079|ischemic|unspecified,leaf
I38.079,I,Diseases of the circulatory system,I38,Heart failure - variant 079,Heart failure - variant 079 specific presentation or complication.,heart failure - variant 079|heart|unspecified,leaf
I66.079,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 079,Cerebrovascular disease - variant 079 specific presentation or complication.,cerebrovascular disease - variant 079|cerebrovascular|unspecified,leaf
I22.079,I,Diseases of the circulatory system,I22,Arrhythmia - variant 079,Arrhythmia - variant 079 specific presentation or complication.,arrhythmia - variant 079|arrhythmia|unspecified,leaf
J52.079,J,Diseases of the respiratory system,J52,Pneumonia - variant 079,Pneumonia - variant 079 specific presentation or complication.,pneumonia - variant 079|pneumonia|unspecified,leaf
J60.079,J,Diseases of the respiratory system,J60,Asthma - variant 079,Asthma - variant 079 specific presentation or complication.,asthma - variant 079|asthma|unspecified,leaf
J35.079,J,Diseases of the respiratory system,J35,COPD - variant 079,COPD - variant 079 specific presentation or complication.,copd - variant 079|copd|unspecified,leaf
J18.079,J,Diseases of the respiratory system,J18,Respiratory failure - variant 079,Respiratory failure - variant 079 specific presentation or complication.,respiratory failure - variant 079|respiratory|unspecified,leaf
K13.079,K,Diseases of the digestive system,K13,Gastritis - variant 079,Gastritis - variant 079 specific presentation or complication.,gastritis - variant 079|gastritis|unspecified,leaf
K19.079,K,Diseases of the digestive system,K19,Peptic ulcer - variant 079,Peptic ulcer - variant 079 specific presentation or complication.,peptic ulcer - variant 079|peptic|unspecified,leaf
K26.079,K,Diseases of the digestive system,K26,Liver disease - variant 079,Liver disease - variant 079 specific presentation or complication.,liver disease - variant 079|liver|unspecified,leaf
K20.079,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 079,Pancreatic disorder - variant 079 specific presentation or complication.,pancreatic disorder - variant 079|pancreatic|unspecified,leaf
K36.079,K,Diseases of the digestive system,K36,IBD - variant 079,IBD - variant 079 specific presentation or complication.,ibd - variant 079|ibd|unspecified,leaf
M80.079,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 079,Osteoarthritis - variant 079 specific presentation or complication.,osteoarthritis - variant 079|osteoarthritis|unspecified,leaf
M74.079,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 079,Rheumatoid arthritis - variant 079 specific presentation or complication.,rheumatoid arthritis - variant 079|rheumatoid|unspecified,leaf
M69.079,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 079,Low back pain - variant 079 specific presentation or complication.,low back pain - variant 079|low|unspecified,leaf
M54.079,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 079,Osteoporosis - variant 079 specific presentation or complication.,osteoporosis - variant 079|osteoporosis|unspecified,leaf
N32.079,N,Diseases of the genitourinary system,N32,CKD - variant 079,CKD - variant 079 specific presentation or complication.,ckd - variant 079|ckd|unspecified,leaf
N24.079,N,Diseases of the genitourinary system,N24,UTI - variant 079,UTI - variant 079 specific presentation or complication.,uti - variant 079|uti|unspecified,leaf
N38.079,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 079,Nephrolithiasis - variant 079 specific presentation or complication.,nephrolithiasis - variant 079|nephrolithiasis|unspecified,leaf
N48.079,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 079,Prostate disorder - variant 079 specific presentation or complication.,prostate disorder - variant 079|prostate|unspecified,leaf
N77.079,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 079,Gynecologic disorder - variant 079 specific presentation or complication.,gynecologic disorder - variant 079|gynecologic|unspecified,leaf
A82.080,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 080,Sepsis - variant 080 specific presentation or complication.,sepsis - variant 080|sepsis|unspecified,leaf
A79.080,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 080,Viral infection - variant 080 specific presentation or complication.,viral infection - variant 080|viral|unspecified,leaf
A25.080,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 080,Bacterial infection - variant 080 specific presentation or complication.,bacterial infection - variant 080|bacterial|unspecified,leaf
A26.080,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 080,Mycosis - variant 080 specific presentation or complication.,mycosis - variant 080|mycosis|unspecified,leaf
A73.080,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 080,Parasitic disease - variant 080 specific presentation or complication.,parasitic disease - variant 080|parasitic|unspecified,leaf
C19.080,C,Neoplasms,C19,Malignant neoplasm of organ - variant 080,Malignant neoplasm of organ - variant 080 specific presentation or complication.,malignant neoplasm of organ - variant 080|malignant|unspecified,leaf
C76.080,C,Neoplasms,C76,Benign neoplasm - variant 080,Benign neoplasm - variant 080 specific presentation or complication.,benign neoplasm - variant 080|benign|unspecified,leaf
C23.080,C,Neoplasms,C23,In situ neoplasm - variant 080,In situ neoplasm - variant 080 specific presentation or complication.,in situ neoplasm - variant 080|in|unspecified,leaf
C25.080,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 080,Neoplasm of uncertain behavior - variant 080 specific presentation or complication.,neoplasm of uncertain behavior - variant 080|neoplasm|unspecified,leaf
E25.080,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 080,Type 2 diabetes - variant 080 specific presentation or complication.,type 2 diabetes - variant 080|type|unspecified,leaf
E90.080,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 080,Thyroid disorder - variant 080 specific presentation or complication.,thyroid disorder - variant 080|thyroid|unspecified,leaf
E19.080,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 080,Lipid disorder - variant 080 specific presentation or complication.,lipid disorder - variant 080|lipid|unspecified,leaf
E22.080,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 080,Obesity - variant 080 specific presentation or complication.,obesity - variant 080|obesity|unspecified,leaf
E89.080,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 080,Electrolyte imbalance - variant 080 specific presentation or complication.,electrolyte imbalance - variant 080|electrolyte|unspecified,leaf
F64.080,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 080,Major depressive disorder - variant 080 specific presentation or complication.,major depressive disorder - variant 080|major|unspecified,leaf
F62.080,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 080,Anxiety disorder - variant 080 specific presentation or complication.,anxiety disorder - variant 080|anxiety|unspecified,leaf
F91.080,F,Mental and behavioural disorders,F91,Substance use disorder - variant 080,Substance use disorder - variant 080 specific presentation or complication.,substance use disorder - variant 080|substance|unspecified,leaf
F26.080,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 080,Schizophrenia spectrum - variant 080 specific presentation or complication.,schizophrenia spectrum - variant 080|schizophrenia|unspecified,leaf
G13.080,G,Diseases of the nervous system,G13,Epilepsy - variant 080,Epilepsy - variant 080 specific presentation or complication.,epilepsy - variant 080|epilepsy|unspecified,leaf
G59.080,G,Diseases of the nervous system,G59,Parkinsonism - variant 080,Parkinsonism - variant 080 specific presentation or complication.,parkinsonism - variant 080|parkinsonism|unspecified,leaf
G97.080,G,Diseases of the nervous system,G97,Migraine - variant 080,Migraine - variant 080 specific presentation or complication.,migraine - variant 080|migraine|unspecified,leaf
G64.080,G,Diseases of the nervous system,G64,Neuropathy - variant 080,Neuropathy - variant 080 specific presentation or complication.,neuropathy - variant 080|neuropathy|unspecified,leaf
I37.080,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 080,Hypertensive disease - variant 080 specific presentation or complication.,hypertensive disease - variant 080|hypertensive|unspecified,leaf
I55.080,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 080,Ischemic heart disease - variant 080 specific presentation or complication.,ischemic heart disease - variant 080|ischemic|unspecified,leaf
I38.080,I,Diseases of the circulatory system,I38,Heart failure - variant 080,Heart failure - variant 080 specific presentation or complication.,heart failure - variant 080|heart|unspecified,leaf
I66.080,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 080,Cerebrovascular disease - variant 080 specific presentation or complication.,cerebrovascular disease - variant 080|cerebrovascular|unspecified,leaf
I22.080,I,Diseases of the circulatory system,I22,Arrhythmia - variant 080,Arrhythmia - variant 080 specific presentation or complication.,arrhythmia - variant 080|arrhythmia|unspecified,leaf
J52.080,J,Diseases of the respiratory system,J52,Pneumonia - variant 080,Pneumonia - variant 080 specific presentation or complication.,pneumonia - variant 080|pneumonia|unspecified,leaf
J60.080,J,Diseases of the respiratory system,J60,Asthma - variant 080,Asthma - variant 080 specific presentation or complication.,asthma - variant 080|asthma|unspecified,leaf
J35.080,J,Diseases of the respiratory system,J35,COPD - variant 080,COPD - variant 080 specific presentation or complication.,copd - variant 080|copd|unspecified,leaf
J18.080,J,Diseases of the respiratory system,J18,Respiratory failure - variant 080,Respiratory failure - variant 080 specific presentation or complication.,respiratory failure - variant 080|respiratory|unspecified,leaf
K13.080,K,Diseases of the digestive system,K13,Gastritis - variant 080,Gastritis - variant 080 specific presentation or complication.,gastritis - variant 080|gastritis|unspecified,leaf
K19.080,K,Diseases of the digestive system,K19,Peptic ulcer - variant 080,Peptic ulcer - variant 080 specific presentation or complication.,peptic ulcer - variant 080|peptic|unspecified,leaf
K26.080,K,Diseases of the digestive system,K26,Liver disease - variant 080,Liver disease - variant 080 specific presentation or complication.,liver disease - variant 080|liver|unspecified,leaf
K20.080,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 080,Pancreatic disorder - variant 080 specific presentation or complication.,pancreatic disorder - variant 080|pancreatic|unspecified,leaf
K36.080,K,Diseases of the digestive system,K36,IBD - variant 080,IBD - variant 080 specific presentation or complication.,ibd - variant 080|ibd|unspecified,leaf
M80.080,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 080,Osteoarthritis - variant 080 specific presentation or complication.,osteoarthritis - variant 080|osteoarthritis|unspecified,leaf
M74.080,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 080,Rheumatoid arthritis - variant 080 specific presentation or complication.,rheumatoid arthritis - variant 080|rheumatoid|unspecified,leaf
M69.080,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 080,Low back pain - variant 080 specific presentation or complication.,low back pain - variant 080|low|unspecified,leaf
M54.080,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 080,Osteoporosis - variant 080 specific presentation or complication.,osteoporosis - variant 080|osteoporosis|unspecified,leaf
N32.080,N,Diseases of the genitourinary system,N32,CKD - variant 080,CKD - variant 080 specific presentation or complication.,ckd - variant 080|ckd|unspecified,leaf
N24.080,N,Diseases of the genitourinary system,N24,UTI - variant 080,UTI - variant 080 specific presentation or complication.,uti - variant 080|uti|unspecified,leaf
N38.080,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 080,Nephrolithiasis - variant 080 specific presentation or complication.,nephrolithiasis - variant 080|nephrolithiasis|unspecified,leaf
N48.080,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 080,Prostate disorder - variant 080 specific presentation or complication.,prostate disorder - variant 080|prostate|unspecified,leaf
N77.080,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 080,Gynecologic disorder - variant 080 specific presentation or complication.,gynecologic disorder - variant 080|gynecologic|unspecified,leaf
A82.081,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 081,Sepsis - variant 081 specific presentation or complication.,sepsis - variant 081|sepsis|unspecified,leaf
A79.081,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 081,Viral infection - variant 081 specific presentation or complication.,viral infection - variant 081|viral|unspecified,leaf
A25.081,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 081,Bacterial infection - variant 081 specific presentation or complication.,bacterial infection - variant 081|bacterial|unspecified,leaf
A26.081,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 081,Mycosis - variant 081 specific presentation or complication.,mycosis - variant 081|mycosis|unspecified,leaf
A73.081,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 081,Parasitic disease - variant 081 specific presentation or complication.,parasitic disease - variant 081|parasitic|unspecified,leaf
C19.081,C,Neoplasms,C19,Malignant neoplasm of organ - variant 081,Malignant neoplasm of organ - variant 081 specific presentation or complication.,malignant neoplasm of organ - variant 081|malignant|unspecified,leaf
C76.081,C,Neoplasms,C76,Benign neoplasm - variant 081,Benign neoplasm - variant 081 specific presentation or complication.,benign neoplasm - variant 081|benign|unspecified,leaf
C23.081,C,Neoplasms,C23,In situ neoplasm - variant 081,In situ neoplasm - variant 081 specific presentation or complication.,in situ neoplasm - variant 081|in|unspecified,leaf
C25.081,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 081,Neoplasm of uncertain behavior - variant 081 specific presentation or complication.,neoplasm of uncertain behavior - variant 081|neoplasm|unspecified,leaf
E25.081,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 081,Type 2 diabetes - variant 081 specific presentation or complication.,type 2 diabetes - variant 081|type|unspecified,leaf
E90.081,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 081,Thyroid disorder - variant 081 specific presentation or complication.,thyroid disorder - variant 081|thyroid|unspecified,leaf
E19.081,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 081,Lipid disorder - variant 081 specific presentation or complication.,lipid disorder - variant 081|lipid|unspecified,leaf
E22.081,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 081,Obesity - variant 081 specific presentation or complication.,obesity - variant 081|obesity|unspecified,leaf
E89.081,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 081,Electrolyte imbalance - variant 081 specific presentation or complication.,electrolyte imbalance - variant 081|electrolyte|unspecified,leaf
F64.081,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 081,Major depressive disorder - variant 081 specific presentation or complication.,major depressive disorder - variant 081|major|unspecified,leaf
F62.081,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 081,Anxiety disorder - variant 081 specific presentation or complication.,anxiety disorder - variant 081|anxiety|unspecified,leaf
F91.081,F,Mental and behavioural disorders,F91,Substance use disorder - variant 081,Substance use disorder - variant 081 specific presentation or complication.,substance use disorder - variant 081|substance|unspecified,leaf
F26.081,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 081,Schizophrenia spectrum - variant 081 specific presentation or complication.,schizophrenia spectrum - variant 081|schizophrenia|unspecified,leaf
G13.081,G,Diseases of the nervous system,G13,Epilepsy - variant 081,Epilepsy - variant 081 specific presentation or complication.,epilepsy - variant 081|epilepsy|unspecified,leaf
G59.081,G,Diseases of the nervous system,G59,Parkinsonism - variant 081,Parkinsonism - variant 081 specific presentation or complication.,parkinsonism - variant 081|parkinsonism|unspecified,leaf
G97.081,G,Diseases of the nervous system,G97,Migraine - variant 081,Migraine - variant 081 specific presentation or complication.,migraine - variant 081|migraine|unspecified,leaf
G64.081,G,Diseases of the nervous system,G64,Neuropathy - variant 081,Neuropathy - variant 081 specific presentation or complication.,neuropathy - variant 081|neuropathy|unspecified,leaf
I37.081,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 081,Hypertensive disease - variant 081 specific presentation or complication.,hypertensive disease - variant 081|hypertensive|unspecified,leaf
I55.081,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 081,Ischemic heart disease - variant 081 specific presentation or complication.,ischemic heart disease - variant 081|ischemic|unspecified,leaf
I38.081,I,Diseases of the circulatory system,I38,Heart failure - variant 081,Heart failure - variant 081 specific presentation or complication.,heart failure - variant 081|heart|unspecified,leaf
